ID,Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15,Dados consolidados,Fonte da descrição
CH-0023,Assis Chateaubriand,Personagem,,,https://www.cartacapital.com.br/revista/882/chato-e-os-chatozinhos/AssisChateaubriand1.jpg,"Francisco de Assis Chateaubriand Bandeira de Mello, mais conhecido como Assis Chateaubriand ou Chatô, (Umbuzeiro, 4 de outubro de 1892 — São Paulo, 4 de abril de 1968) foi um jornalista, empresário, mecenas e político destacando-se como um dos homens públicos mais influentes do Brasil nas décadas de 1940 e 1960.[1][2] Foi também advogado, professor de direito,[3] escritor[4] e membro da Academia Brasileira de Letras.[5] Chateaubriand foi um magnata das comunicações no Brasil entre o final dos anos 1930 e início dos anos 1960, dono dos Diários Associados, que foi o maior conglomerado de mídia da América Latina, que em seu auge contou com mais de cem jornais, emissoras de rádio e TV, revistas e agência telegráfica. Também é conhecido como o cocriador e fundador, em 1947, do Museu de Arte de São Paulo (MASP), junto com Pietro Maria Bardi, e ainda como o responsável pela chegada da televisão ao Brasil, inaugurando em 1950 a primeira emissora de TV do país, a TV Tupi. Foi Senador da República entre 1952 e 1957",Diário de Pernambuco,Praça da Independência,,,,,,,,,,,,,,"CH-0023 — Assis Chateaubriand
Classificação: Personagem
Descrição: Francisco de Assis Chateaubriand Bandeira de Mello, mais conhecido como Assis Chateaubriand ou Chatô, (Umbuzeiro, 4 de outubro de 1892 — São Paulo, 4 de abril de 1968) foi um jornalista, empresário, mecenas e político destacando-se como um dos homens públicos mais influentes do Brasil nas décadas de 1940 e 1960.[1][2] Foi também advogado, professor de direito,[3] escritor[4] e membro da Academia Brasileira de Letras.[5] Chateaubriand foi um magnata das comunicações no Brasil entre o final dos anos 1930 e início dos anos 1960, dono dos Diários Associados, que foi o maior conglomerado de mídia da América Latina, que em seu auge contou com mais de cem jornais, emissoras de rádio e TV, revistas e agência telegráfica. Também é conhecido como o cocriador e fundador, em 1947, do Museu de Arte de São Paulo (MASP), junto com Pietro Maria Bardi, e ainda como o responsável pela chegada da televisão ao Brasil, inaugurando em 1950 a primeira emissora de TV do país, a TV Tupi. Foi Senador da República entre 1952 e 1957
Interconexões: Diário de Pernambuco; Praça da Independência",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0024,Augusto Lucena,Personagem,,,http://www.joaoalberto.com/wp-content/uploads/2016/02/13/augusto-lucena.jpg,"Augusto Lucena é uma figura associada à memória histórica, política, cultural ou urbana de Pernambuco. Sua trajetória se relaciona a Faculdade de Direito do Recife, Prefeitura do Recife, Avenida Caxangá, Avenida Nossa Senhora do Carmo, Avenida Agamenon Magalhães e Avenida Domingos Ferreira, o que indica sua relevância como elo entre biografia individual e memória pública. Seu registro ajuda a explicar como trajetórias pessoais se transformam em nomes de ruas, pontes, praças, instituições, movimentos ou referências culturais. Augusto Lucena funciona como registro de articulação entre personagens, fatos históricos e espaços da cidade, permitindo visualizar a história de Pernambuco como uma rede de relações.",Prefeitura do Recife,Avenida Caxangá,Praça do Carmo,Avenida Dantas Barreto,Ponte Princesa Isabel,Rua Nova,Faculdade de Direito do Recife,Avenida Nossa Senhora do Carmo,Avenida Agamenon Magalhães,Avenida Domingos Ferreira,,,,,,"CH-0024 — Augusto Lucena
Classificação: Personagem
Descrição: Augusto Lucena é uma figura associada à memória histórica, política, cultural ou urbana de Pernambuco. Sua trajetória se relaciona a Faculdade de Direito do Recife, Prefeitura do Recife, Avenida Caxangá, Avenida Nossa Senhora do Carmo, Avenida Agamenon Magalhães e Avenida Domingos Ferreira, o que indica sua relevância como elo entre biografia individual e memória pública. Seu registro ajuda a explicar como trajetórias pessoais se transformam em nomes de ruas, pontes, praças, instituições, movimentos ou referências culturais. Augusto Lucena funciona como registro de articulação entre personagens, fatos históricos e espaços da cidade, permitindo visualizar a história de Pernambuco como uma rede de relações.
Interconexões: Prefeitura do Recife; Avenida Caxangá; Praça do Carmo; Avenida Dantas Barreto; Ponte Princesa Isabel; Rua Nova; Faculdade de Direito do Recife; Avenida Nossa Senhora do Carmo; Avenida Agamenon Magalhães; Avenida Domingos Ferreira",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0025,Avenida 17 de Agosto,Local,Logradouro,Casa Forte,,"Avenida 17 de Agosto é um logradouro do município do Recife, Pernambuco. É a principal via do bairro de Casa Forte, além de fazer parte de seu percurso os bairros de Parnamirim, Santana, Poço da Panela e Monteiro. Por ela circulam cerca de 1.900 veículos por hora em horário de pico, de acordo com a Companhia de Trânsito e Transporte Urbano (CTTU). Trata-se de uma homenagem indireta à Batalha de Casa Forte[1], travada entre os luso-brasileiros e os holandeses nessa mesma data[2]. A avenida toma o lugar da antiga estrada de ferro Maxambomba que terminava no bairro de Dois Irmãos.",União Brasileira de Escritores,Praça de Casa Forte,Ariano Suassuna,Museu do Homem do Nordeste,,,,,,,,,,,,"CH-0025 — Avenida 17 de Agosto
Classificação: Local / Logradouro / Casa Forte
Descrição: Avenida 17 de Agosto é um logradouro do município do Recife, Pernambuco. É a principal via do bairro de Casa Forte, além de fazer parte de seu percurso os bairros de Parnamirim, Santana, Poço da Panela e Monteiro. Por ela circulam cerca de 1.900 veículos por hora em horário de pico, de acordo com a Companhia de Trânsito e Transporte Urbano (CTTU). Trata-se de uma homenagem indireta à Batalha de Casa Forte[1], travada entre os luso-brasileiros e os holandeses nessa mesma data[2]. A avenida toma o lugar da antiga estrada de ferro Maxambomba que terminava no bairro de Dois Irmãos.
Interconexões: União Brasileira de Escritores; Praça de Casa Forte; Ariano Suassuna; Museu do Homem do Nordeste",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0026,Avenida Agamenon Magalhães,Local,Logradouro,Boa Vista,,"Liga Olinda a Zona Sul do Recife e se extende por 5,5 km, cortando nove bairros. Por dia, cerca de 90 mil veículos trafegam pela via. Leva o nome ex-governador de Pernambuco, que teve em sua época grande destaque nacional",Igreja da Capunga,Colégio Americano Batista,Hospital da Restauração,Polo Médico,Hospital Português,Agamenon Magalhães,Praça do Entroncamento,Augusto Lucena,,,,,,,,"CH-0026 — Avenida Agamenon Magalhães
Classificação: Local / Logradouro / Boa Vista
Descrição: Liga Olinda a Zona Sul do Recife e se extende por 5,5 km, cortando nove bairros. Por dia, cerca de 90 mil veículos trafegam pela via. Leva o nome ex-governador de Pernambuco, que teve em sua época grande destaque nacional
Interconexões: Igreja da Capunga; Colégio Americano Batista; Hospital da Restauração; Polo Médico; Hospital Português; Agamenon Magalhães; Praça do Entroncamento; Augusto Lucena",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0027,Avenida Barão de Souza Leão,Local,Logradouro,Boa Viagem,,"Liga a Avenida Domingos Ferreira a Avenida Marechal Mascarenhas de Morais, ligando Boa Viagem a Imbiribeira, e se extende por 1,5 km, Por dia, cerca de 20 mil veículos trafegam pela via. Leva o nome de Inácio Joaquim de Sousa Leão, o Barão de Souza Leão.",Barão de Souza Leão,,,,,,,,,,,,,,,"CH-0027 — Avenida Barão de Souza Leão
Classificação: Local / Logradouro / Boa Viagem
Descrição: Liga a Avenida Domingos Ferreira a Avenida Marechal Mascarenhas de Morais, ligando Boa Viagem a Imbiribeira, e se extende por 1,5 km, Por dia, cerca de 20 mil veículos trafegam pela via. Leva o nome de Inácio Joaquim de Sousa Leão, o Barão de Souza Leão.
Interconexões: Barão de Souza Leão",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0028,Avenida Barbosa Lima,Local,Logradouro,Recife Antigo,http://static.panoramio.com/photos/large/5181528.jpg,"Antiga passagem de bondes que liga o Cais do Apolo a Praça do Marco Zero. Tem 800 m de extensão e leva o nome do politico abolicionista e ex-governador de Pernambuco, Alexandre José Barbosa Lima",Barbosa Lima,Rua do Bom Jesus,Rua da Guia,Rua do Apolo,,,,,,,,,,,,"CH-0028 — Avenida Barbosa Lima
Classificação: Local / Logradouro / Recife Antigo
Descrição: Antiga passagem de bondes que liga o Cais do Apolo a Praça do Marco Zero. Tem 800 m de extensão e leva o nome do politico abolicionista e ex-governador de Pernambuco, Alexandre José Barbosa Lima
Interconexões: Barbosa Lima; Rua do Bom Jesus; Rua da Guia; Rua do Apolo",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0029,Avenida Boa Viagem,Local,Logradouro,Boa Viagem,http://www.joaoalberto.com/wp-content/uploads/2013/06/25/avenida-boa-viagem.jpg,"Avenida Boa Viagem é um logradouro do município do Recife, Pernambuco. Trata-se de uma das avenidas mais importantes da capital pernambucana. Fazem parte de seu percurso os bairros de Boa Viagem e do Pina. Percorre todo o litoral na praia de Boa Viagem. Inicia-se na avenida Herculano Bandeira e termina na divisa do Recife com o município de Jaboatão dos Guararapes.",1 Jardim de Boa Viagem,2 Jardim de Boa Viagem,3 Jardim de Boa Viagem,Sérgio Loreto,,,,,,,,,,,,"CH-0029 — Avenida Boa Viagem
Classificação: Local / Logradouro / Boa Viagem
Descrição: Avenida Boa Viagem é um logradouro do município do Recife, Pernambuco. Trata-se de uma das avenidas mais importantes da capital pernambucana. Fazem parte de seu percurso os bairros de Boa Viagem e do Pina. Percorre todo o litoral na praia de Boa Viagem. Inicia-se na avenida Herculano Bandeira e termina na divisa do Recife com o município de Jaboatão dos Guararapes.
Interconexões: 1 Jardim de Boa Viagem; 2 Jardim de Boa Viagem; 3 Jardim de Boa Viagem; Sérgio Loreto",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0030,Avenida Caxangá,Local,Logradouro,Madalena,,"A avenida Caxangá é uma das mais importantes vias arteriais da cidade do Recife, capital estado de Pernambuco, Brasil. É a segunda mais longa avenida em linha reta do Brasil, apresentando percurso totalmente reto de aproximadamente 6,2 km. Foi superada com a construção da Avenida Teotônio Segurado na capital do Tocantins, Palmas, que possui um trecho de 10,2 km em linha reta num total de 19,7 km de extensão[1]. Contudo, a avenida Caxangá continua sendo a mais longa avenida cuja extensão total se desenvolve numa linha reta.",Novaes Filho,Sítio do Valença,Museu da Abolição (Casarão de João Alfredo),Augusto Lucena,,,,,,,,,,,,"CH-0030 — Avenida Caxangá
Classificação: Local / Logradouro / Madalena
Descrição: A avenida Caxangá é uma das mais importantes vias arteriais da cidade do Recife, capital estado de Pernambuco, Brasil. É a segunda mais longa avenida em linha reta do Brasil, apresentando percurso totalmente reto de aproximadamente 6,2 km. Foi superada com a construção da Avenida Teotônio Segurado na capital do Tocantins, Palmas, que possui um trecho de 10,2 km em linha reta num total de 19,7 km de extensão[1]. Contudo, a avenida Caxangá continua sendo a mais longa avenida cuja extensão total se desenvolve numa linha reta.
Interconexões: Novaes Filho; Sítio do Valença; Museu da Abolição (Casarão de João Alfredo); Augusto Lucena",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0031,Avenida Dantas Barreto,Local,Logradouro,São José,,"Na década de 1970 ocorreu a maior e mais vasta ação demolidora sofrida pela cidade: a abertura da Avenida Dantas Barreto (1971-1973), quando centenas de sobrados coloniais foram eliminados e, para permitir a conclusão da obra, que tem 3km de extensão, grande comércio, um grande camelodromo e diversas paradas de ónibus. Leva o nome do General Dantas Barreto",Dantas Barreto,Pelópidas Silveira,Revolução Pernambucana de 1817,Augusto Lucena,Camelódromo,Pátio de São Pedro,Praça da Independência,,,,,,,,,"CH-0031 — Avenida Dantas Barreto
Classificação: Local / Logradouro / São José
Descrição: Na década de 1970 ocorreu a maior e mais vasta ação demolidora sofrida pela cidade: a abertura da Avenida Dantas Barreto (1971-1973), quando centenas de sobrados coloniais foram eliminados e, para permitir a conclusão da obra, que tem 3km de extensão, grande comércio, um grande camelodromo e diversas paradas de ónibus. Leva o nome do General Dantas Barreto
Interconexões: Dantas Barreto; Pelópidas Silveira; Revolução Pernambucana de 1817; Augusto Lucena; Camelódromo; Pátio de São Pedro; Praça da Independência",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0032,Avenida Domingos Ferreira,Local,Logradouro,Boa Viagem,,"Avenida que se extende por 5 km e cirulam 52 mil casos por dia. Leva o nome do engenheiro Domingos Ferreira foi o responsável pelo projeto do Parque 13 de Maio, da Avenida Guararapes e também da urbanização da atual área de Boa Viagem, entre as décadas de 1940 e 1960",Castelinho,Domingos Ferreira,Augusto Lucena,,,,,,,,,,,,,"CH-0032 — Avenida Domingos Ferreira
Classificação: Local / Logradouro / Boa Viagem
Descrição: Avenida que se extende por 5 km e cirulam 52 mil casos por dia. Leva o nome do engenheiro Domingos Ferreira foi o responsável pelo projeto do Parque 13 de Maio, da Avenida Guararapes e também da urbanização da atual área de Boa Viagem, entre as décadas de 1940 e 1960
Interconexões: Castelinho; Domingos Ferreira; Augusto Lucena",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0033,Avenida Guararapes,Local,Logradouro,Santo Antônio,http://eucurtorecife.com.br/wp-content/uploads/2014/04/Av-guararapes.jpg,"Foi projetada no final da década de 1920 pelos engenheiros José Estelita e Domingos Ferreira e o arquiteto Nestor de Figueiredo, com a finalidade de resolver o trânsito e organizar o comércio do centro do Recife. Sua construção foi realizada na gestão do prefeito Novaes Filho em 1937, ano em que Getúlio Vargas deu um golpe de estado e instalou o Estado Novo. Sua ocupação, com os modernos edifícios na época, somente foi possível após Novaes Filho conseguir junto a diversos Institutos de Previdência, Correios, dentre outros órgãos, a construção dos mesmo. Teve, como primeiras edificações, o edifício do Cinema Trianon e o dos Correios. O transporte coletivo utilizou a nova avenida para ser ponto terminal das linhas que vinham dos subúrbios para o centro comercial, então restrito ao bairro de Santo Antonio.",Rua da Praia,Rua do Sol,Novaes Filho,Carlos Pena Filho,Edifício dos Correios,Savoy,,,,,,,,,,"CH-0033 — Avenida Guararapes
Classificação: Local / Logradouro / Santo Antônio
Descrição: Foi projetada no final da década de 1920 pelos engenheiros José Estelita e Domingos Ferreira e o arquiteto Nestor de Figueiredo, com a finalidade de resolver o trânsito e organizar o comércio do centro do Recife. Sua construção foi realizada na gestão do prefeito Novaes Filho em 1937, ano em que Getúlio Vargas deu um golpe de estado e instalou o Estado Novo. Sua ocupação, com os modernos edifícios na época, somente foi possível após Novaes Filho conseguir junto a diversos Institutos de Previdência, Correios, dentre outros órgãos, a construção dos mesmo. Teve, como primeiras edificações, o edifício do Cinema Trianon e o dos Correios. O transporte coletivo utilizou a nova avenida para ser ponto terminal das linhas que vinham dos subúrbios para o centro comercial, então restrito ao bairro de Santo Antonio.
Interconexões: Rua da Praia; Rua do Sol; Novaes Filho; Carlos Pena Filho; Edifício dos Correios; Savoy",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0034,Avenida Marechal Mascarenhas de Morais,Local,Logradouro,Imbiribeira,,"A avenida Marechal Mascarenhas de Morais é uma importante via arterial do município do Recife, Pernambuco, Brasil. A avenida liga o bairro de Afogados ao município de Jaboatão dos Guararapes (bairros de Prazeres e Jardim Jordão), atravessando todo o bairro da Imbiribeira[1]. Até 1971 o logradouro era conhecido como Estrada da Imbiribeira[2], sendo seu nome atual uma homenagem ao militar João Batista Mascarenhas de Morais, comandante das tropas brasileiras durante a campanha da Itália na Segunda Guerra Mundial.",Mascarenhas de Morais,Lagoa do Araçá,,,,,,,,,,,,,,"CH-0034 — Avenida Marechal Mascarenhas de Morais
Classificação: Local / Logradouro / Imbiribeira
Descrição: A avenida Marechal Mascarenhas de Morais é uma importante via arterial do município do Recife, Pernambuco, Brasil. A avenida liga o bairro de Afogados ao município de Jaboatão dos Guararapes (bairros de Prazeres e Jardim Jordão), atravessando todo o bairro da Imbiribeira[1]. Até 1971 o logradouro era conhecido como Estrada da Imbiribeira[2], sendo seu nome atual uma homenagem ao militar João Batista Mascarenhas de Morais, comandante das tropas brasileiras durante a campanha da Itália na Segunda Guerra Mundial.
Interconexões: Mascarenhas de Morais; Lagoa do Araçá",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
